PM2.5,PM10,NO2,SO2,O3,CO,AQI
81.16262258099887,93.27759144605368,59.33960843694131,33.11633379573546,74.82411315526561,1.9308400104868229,109.59267019189161
190.63571821788406,89.15406374015996,81.5160712834987,10.274545381047979,71.8554703971815,1.7312692715338762,231.06210531564022
149.07884894416696,273.75128254589026,77.2152883300651,43.87493904103111,18.61787787970219,0.9631541712640143,186.6725950417775
123.74511199743695,89.87293595786171,19.6204909459085,31.429579475323592,93.031516441522,3.0756066834972913,177.21340551246655
39.64354168406294,96.14592331601668,19.17869962544002,9.545786410733804,61.162498194113766,2.435458386492282,153.94108438760205
39.6389588638785,232.63151347702984,30.476564935766767,48.19222675909793,42.73529690221158,4.3419348623876175,261.03981943053276
21.035886311957896,145.92715588615118,39.302099002398535,26.881542240095392,78.0884725145776,0.25733694436208543,104.16076942231564
174.57346769723767,237.47895594745074,43.80328023380584,5.49912568983944,33.16289125614706,3.2549528450201195,207.47396223591548
124.21185223120968,38.30252411802787,69.5712355991678,32.08797941192323,72.41588533416883,3.83844950470665,234.11941683402
144.53378978124863,156.5199342285476,10.384641055754363,14.15354753661489,13.57400868150225,3.821484189022705,228.88298902457697
13.911053916202466,29.411808051319138,8.293906901476307,40.577285690110514,85.54672338483448,4.441762438768073,265.5436237056786
194.2828719107789,37.54289696749927,42.23150347967136,41.25545953117715,50.335376231918666,3.6722653398645213,235.72875057519158
168.16410175208014,273.80248693643506,71.23055075310815,48.98947308102377,67.30236229221475,4.646269302073712,284.1442328166717
50.34443102887247,58.988703912926646,23.376357580865843,26.08973748917618,29.91140378260153,1.7300173391223683,91.30539122810204
44.54674376934912,169.0777910370608,65.94292571934392,23.837930226931384,70.93663413926032,2.5657261420825614,168.27990461313246
44.84685687215242,135.10676872819784,29.68367310432845,38.16682906143107,79.50162483039489,0.1689903500861643,76.80531939097588
67.80602616231216,117.25613135247595,89.17818033728405,8.358591504412475,52.58918681959589,0.13409217778612695,100.1656953073519
109.70372201012519,271.9533367924363,90.09054470532857,28.25194466206996,65.59542316556148,1.2766204402124477,162.22931136781276
